3662581, 116.02747167736294, 28.687462365372724, 840.3965, 12776
5460670, 106.63565965325449, 26.3802384404646, 867.6438, 12228
13424840, 112.7163552454875, 37.74909347610599, 901.3653, 10693
6711470, 108.1924938484661, 22.83179269693333, 710.6084, 9978
1602260, 103.0066480199943, 25.236298801387385, 463.588, 9803
18147221, 126.62510031175496, 45.710721123769964, 1087.991, 9655
2088900, 103.73144002191447, 36.10454703224453, 601.2263, 9583
7111220, 108.29705478236937, 22.840096790082555, 469.7083, 9075
16852390, 113.38183090001148, 23.042009840901216, 903.2768, 8611
5239601, 116.81180024216495, 36.56069601495714, 651.5827, 8424
18822710, 113.79865165044865, 34.800692284847706, 435.7925, 7913
1019801, 114.50522775932996, 36.5727464969814, 444.7021, 7288
8161650, 108.9331692719661, 34.1276313737795, 607.968, 7170
11737610, 111.8518713774776, 40.902357941683526, 535.3117, 6962
478830, 102.43794846390355, 24.898166645189626, 267.6301, 6829
1373740, 102.85382527220615, 24.837438323028174, 476.2553, 6631
19795700, 114.03951478928424, 32.139487538775, 546.8119, 6383
13817050, 112.87097313118205, 28.19968334035982, 583.9584, 6167
18783910, 113.79027346229849, 34.785335647019956, 434.4624, 6074
1335590, 102.85966003651417, 24.856184084647282, 679.9614, 6025
16987010, 113.39744816003973, 23.05660696889033, 580.0266, 6011
1176170, 102.82666372744143, 24.83823576657118, 563.98, 5929
6816690, 108.2352546596682, 22.83778104131395, 630.6259, 5906
10450920, 110.51648406954365, 19.98028595491876, 414.8527, 5723
3107121, 115.80790493246798, 28.664445169268532, 872.8641, 5701
2620160, 103.96180305024757, 36.0014723867657, 527.5479, 5652
17825801, 126.5272953432346, 45.87119403731209, 450.0541, 5521
2135830, 103.74932921636356, 25.523517992727243, 475.6592, 5500
9931660, 110.2991813787408, 25.06278403157705, 398.2038, 5447
15761900, 113.21095720632543, 23.27169185052712, 442.3164, 5312
9353320, 109.83315157382661, 40.621742172834885, 337.5977, 5242
19261950, 113.89111726960483, 34.79182755580984, 472.1329, 5241
3400900, 104.46421930988302, 30.84795544446563, 485.4327, 5231
16843100, 113.37696599036562, 23.20274850674381, 517.8471, 5190
2564991, 115.57449669044, 38.882835165767304, 377.329, 5188
6035260, 107.0728545601849, 27.72365340856485, 356.8042, 5184
9875220, 110.3003761171879, 21.152597017578124, 455.0549, 5120
13350720, 112.68218513298939, 26.88140887256848, 437.2955, 5038
10138620, 110.34469708648851, 21.26864482463139, 296.2889, 5018
19095620, 113.86414102449909, 23.242190093136205, 325.5565, 4939
8849181, 118.16772063423628, 39.675821284893175, 397.7656, 4872
1888150, 103.69652328879734, 36.092460063720395, 305.8882, 4865
13195531, 120.3885733546396, 30.31630363711351, 532.3796, 4850
17896261, 126.55994549679849, 45.864172137988085, 534.3129, 4841
15922490, 113.26798581779667, 35.18925672457625, 255.208, 4720
17656090, 113.53364760481658, 34.816984416254606, 513.5984, 4651
10236941, 118.88463571735862, 31.928332643579246, 485.7494, 4649
8492931, 118.00031104126181, 36.812542650680555, 435.6145, 4629
2451461, 115.48962266029115, 38.815477281025814, 360.0064, 4601
18182990, 113.67198155671679, 24.773077955584608, 550.6726, 4593
7361620, 108.44929317941966, 30.751551770008838, 533.2331, 4548
1513250, 102.99649606600644, 25.24322619361937, 379.4885, 4545
20358110, 114.30781942213329, 30.48316437974111, 475.2767, 4482
16637761, 123.93455407523516, 47.35373775638161, 336.0462, 4466
15079680, 113.10713755386007, 27.817855204219022, 494.5619, 4456
5206070, 106.61100343827295, 23.88991281088382, 316.5169, 4447
2582570, 103.95466548176513, 30.779020423232748, 585.7879, 4442
11044090, 111.3166288052596, 30.72168769213326, 535.7982, 4411
9971411, 118.77653282757076, 36.88353409690633, 370.5291, 4396
18679541, 129.56308285649217, 44.58928561503436, 349.7326, 4390
18368820, 113.68963980611326, 34.5895190989964, 533.7026, 4384
2346911, 115.46941596304856, 35.27183609930715, 507.1735, 4330
14404681, 121.20328277790735, 31.0516053344208, 742.0594, 4291
16440710, 113.35491480601907, 22.12769217258408, 568.9139, 4253
502771, 114.43665528800734, 38.16965783522205, 255.8516, 4236
13832021, 120.70549116532459, 27.921735021316927, 525.6431, 4222
12371200, 112.44968402761234, 38.014743884789276, 466.032, 4201
20135100, 114.26743099356702, 30.441223716940673, 466.2597, 4197
6129531, 117.11801885906046, 39.06167436481308, 389.8145, 4172
